,question
55965,WP NN NN VBZ DT NN IN JJ NNP .
55966,WP VBP NNS IN IN NNP .
55967,WRB VBZ NNP VBD IN NNP POS CD NNS IN DT NNP POS NNP NNP NNP .
55968,WP VBZ VBN NN TO NNP IN JJ NNS .
55969,WP VBZ NNP NN IN .
55970,IN WDT NN VBZ VB VB DT RBS NN .
55971,IN WP NN VBD DT JJ NN IN NNP VBD IN NNP .
55972,NNS IN WDT NN VBD DT NN .
55973,IN WRB VBZ DT NN NN IN NN IN JJ NNP NN .
55974,WP VBZ DT NN VB IN DT JJ NNP NNS TO VB IN JJ .
55975,"WRB JJ , IN NNP NNS , VBZ NNP VBN IN NNP IN CD ."
55976,WRB VBP DT JJ NNS IN DT NNP NNS VBD .
55977,WP VBZ DT NN IN NNP RB VBD IN .
55978,JJ NN VBZ DT VBN NN IN NNP .
55979,WP VBZ DT JJ NN IN DT NN IN NNPS NNS .
55980,WP VBZ DT JJ NN IN NNP .
55981,WRB VBD RB DT IN NNP POS NNS VBN IN DT NNP NNP .
55982,WRB VBD CD TO CD NN IN NNP NNS NNS .
55983,WP VBP JJ NNP VBN IN .
55984,WRB VBD NNP NN IN NNP VBP IN .
55985,IN WP NN VBD DT NNP NNP VBD NNP NNS .
55986,WP VBZ DT JJ NNP NN VBN .
55987,WRB VBD NNP NNP NNP CC NNP VBP IN NNP IN NNP .
55988,WRB VBD NNP NNS RB VBP IN JJ NNP .
55989,"WRB VBD NNP VBD TO NNP , NNP , CC NNP ."
55990,WRB VBD NNP NNP NN NNP IN DT NN TO NNP .
55991,WRB VBD NNP NNP NNP NNP VBP NN IN NNP .
55992,WRB VBD NNP VBN IN DT NNP NNS .
55993,WRB VBD NNP NNP NNP VBP DT NNP TO DT NNP NNS .
55994,WRB VBD DT JJ NN IN NNP NNS VBP TO NNP .
55995,"WRB VBD NNP NNP NNP , NNP NNP NNP , CC NNP NNP VBN IN NNP ."
55996,WP VBD TO VB IN DT NNP NNP .
55997,WRB JJ NNS VBZ DT NNP NNP NN .
55998,WRB JJ NNS VBP IN DT NNP NNP .
55999,WP VBZ NNP .
56000,IN WP VBZ VBZ NNP NN RB VBN IN .
56001,WP VBP DT NNS RB VBP .
56002,WP NN IN NN VBZ VBN IN JJ NN .
56003,WP NN IN NN VBZ IN DT JJ NNP NN .
56004,WP VBZ VBN IN NNP POS JJ NNS .
56005,WP VBZ DT NNP NNP NNP NNP VBD .
56006,WP VBP NNP POS NN IN NNP NNP POS NNP .
56007,WRB VBZ DT NNP NNP NNP .
56008,WP VBD DT NNP NNP NNP IN CD .
56009,WP VBZ DT RBS JJ NN IN NNP .
56010,WP VBZ JJ VBN IN NN NN VBN .
56011,WP VBP VBN NNS VBN .
56012,WP VBZ DT JJ NN IN NNP .
56013,WP NN VBZ VBN IN NNP .
56014,WP VBZ '' DT JJ POS DT NN IN .
56015,WP VBZ '' DT NN '' DT NN IN .
56016,WP VBZ '' DT NN POS DT NN IN .
56017,WP VBZ '' DT JJ NN '' DT NN IN .
56018,WP VBZ '' DT JJ NN '' DT NN IN .
56019,WP NN IN NN NN VBZ DT JJS NNS .
56020,WP VBP JJ NNS IN DT NNPS .
56021,WP MD DT NN NN VB NN IN .
56022,WP MD DT NN NN VB .
56023,WP VBD DT RBS JJ NN IN NNS IN DT JJ NNS IN NN .
56024,WRB VBD DT NNP NNP NN IN NNP .
56025,IN WP NN VBD JJ NN NNS VBN VBN IN RB DT NN .
56026,WP VBD DT NN IN JJ NNS VBP DT JJ NN IN .
56027,WRB VBP NN NNS RB VB NNS .
56028,WP NN IN NN NNS VBP JJ .
56029,WP VBP DT NNS VBP DT NNS TO VB JJ .
56030,WP VBP DT NNS IN JJ JJ NN NNS .
56031,WP VBP RB VB NN NNS VBP JJ IN .
56032,WP VB NNS VB JJ NNS VBP IN .
56033,JJ NN IN NN NNS NN TO VB IN NNS .
56034,WP VBP JJ NNS POS NNS VBP IN DT NN IN .
56035,WP NN VBZ VBN JJ NNS CC NNS TO VB IN NNS .
56036,WP VB NNS VB NNS TO VB IN .
56037,WP MD VB TO NNS WP VBP JJ CC JJ NNS IN NNS .
56038,WP NN IN NN NN NNS POS NNS IN NNS NN IN .
56039,WRB VBD NNP VB TO VB NNS IN JJ NNS .
56040,WP VBZ NN IN NNS VBD DT JJ NNS VBN VBG IN NNS IN CD .
56041,WRB VBP `` JJ NN '' CC `` JJ NN '' RB JJ .
56042,WP VBP CD NNS IN NNS VBG JJ NN NNS .
56043,WP VBP NNS POS IN NN RB VBN IN DT NNP .
56044,WP VBP NNS POS TO VB DT NN RB VBN IN DT NNP .
56045,WRB VBD DT NNP NN NNS TO CD NN NNS .
56046,WP NN POS NNS VBD NNP NNS RB VBP JJ NNS IN IN DT CD .
56047,IN WP NN VBD DT NNP NN IN NNP NNP NNP NNS .
56048,WRB VBZ NNP NNP NNP NNP .
56049,"WP NN NN VBZ IN NNP , NNP ."
56050,WP NN VBZ DT VBG NNP NN .
56051,WP NN VBZ DT VBG NNP NN .
56052,WP VBD DT VBG NNS .
56053,WP NN VBD JJS NNS IN DT NNP NNP NNP NNP NNP IN .
56054,WRB VBP DT NNS VBN .
56055,WDT NNS VBP NNP NNS VBP VBG NN IN .
56056,WP VBZ DT NNP NN NN IN NNP VBD .
56057,WP VBZ DT NNP NN NN IN NNP VBD .
56058,WRB JJ JJ NNS VBZ DT NNP NN NN .
56059,WP VBZ PRP VBD WRB DT NNP NN VBZ CD NN NNS IN CD NN IN JJ NNS .
56060,WP NN VBZ VBN PRP JJ IN NNP NNS TO VB NN NNS IN NNS IN JJ NNS .
56061,WP NN VBP DT NNP NNP IN .
56062,WP NN VBP DT NNP NNP IN .
56063,WP NN VBP DT NNP NN IN DT NNP .
56064,WRB VBD DT NNP POS NNP NNP NN .
56065,WP NNS VBP VBN NNP NNP NN NNS .
56066,WP NN NN NN VBD NNP VB .
56067,WP NN NN NN VBD NNP NNP VBP .
56068,IN WP NN VBZ DT NNP NNP NNP VBD .
56069,WP VBD DT NNP NNP VBG NN NN IN DT NNP NNP .
56070,WRB JJ NN NNS VBP NNP VB NN .
56071,WRB VBP DT NNS VBN .
56072,WRB VBP DT NNPS VBN .
56073,"DT NNP POS NN NN IN JJ NNP , NNP VBZ DT JJ NN DT NNP NN VBZ VBN IN WP NN ."
56074,WP NN VBP DT NNP NN IN IN JJ NNP .
56075,WRB VBD DT NNP NN NN NNS IN DT NNP .
56076,WP JJ NN VBD DT NNP RB RB VB IN .
56077,IN WP NNS VBP NNP NNS VBD NN NNS IN DT NNP .
56078,WRB JJ JJ NNS VBD NNP NNS VBD TO IN DT JJ NN .
56079,WP VBZ DT JJ JJ NN NN .
56080,WP VBZ DT NN IN DT JJ NN IN DT NN NN .
56081,WP VBZ DT NN IN DT NN IN JJ NN NNS .
56082,WRB VBD DT NNP NN VBG NNS IN JJ JJ NNS .
56083,WRB VBD DT NNP VB NN NNS MD RB VB JJ NN NNS .
56084,WRB RB VBZ DT NNP VB NN NNS TO VB RB .
56085,WRB JJ NN NN NNS VBZ DT NNP NN NN .
56086,WP VBZ DT CD NN TO DT NNP POS JJ NN .
56087,WP NN VBP RBS NNP NN NNS IN .
56088,WRB JJ NNS MD DT NNP NN VBP IN DT NN .
56089,WRB JJ NNS MD DT NNP NN VBP IN DT JJ NN .
56090,WRB JJ NN NNS VBD DT NNP NNP NNP VBP VBN NN IN DT JJ CD .
56091,WP NN IN NN RB VBZ JJ NN NNS .
56092,WP VBZ DT NN VBN DT VBZ IN DT NN IN VBG DT NN .
56093,NNP NN NNS RB VB IN WP NN IN JJ NN NN .
56094,WP NN VBZ RBR JJ IN NN NNS IN NN NNS .
56095,WP VBZ DT NN VBN IN WDT DT NN VBZ IN PRP .
56096,NNS VBP VBN IN NNS IN NN NNS IN WP NN .
56097,JJ NNP NNS MD VB VBN NNS IN WP NNS IN JJR NNS .
56098,WRB VBP JJR NNS VBP TO VB IN JJ NNP NNS .
56099,WRB JJ NNS VBP VBN IN DT NNP NN TO VB JJ IN DT NN .
56100,WRB JJ NNS IN NNP CC NNP NNS VBP IN DT NNP POS NN NN .
56101,WRB VBD DT NNP NNP NNP NNP VB .
56102,WRB VBZ DT JJ JJ NN JJ NN .
56103,WP VBZ DT RBS JJ NN IN JJ NN NN NN NN .
56104,WP NN IN NNS VBP IN JJ NN NN NN NNS .
56105,WP VBP CD NNS IN JJ NN NN NN NNS .
56106,WP VBP JJ NN NN NNS VBP TO VB VBN IN .
56107,WRB JJ NN NNS IN NN VBZ DT NNP NNP NNP VB .
56108,WRB VBZ DT NNP VBD VBN .
56109,WRB VBZ DT NNP NNP NNP VBD .
56110,WP VBZ DT NN IN DT NNP NNP NN .
56111,WRB VBZ NNP NNP NNP .
56112,WP VBD NNP POS VBG NN IN CD .
56113,WRB VBD NN NN IN NNP .
56114,WRB VBD NNS RB VBN TO NNP .
56115,WRB JJ NNS VBZ DT JJ NNP NN IN NNP .
56116,WP NNS VBP VBN IN NNP POS NNP NN .
56117,WDT JJ NN VBZ NNP VBN IN .
56118,WP VBZ DT NN IN DT NN VBN CD NNS RB IN NNP .
56119,"IN WP NN VBD DT NN IN NNP NNP VBD IN NNP CD , CD ."
56120,WP VBD DT NN TO DT NNP IN DT NNP NNP IN NNP IN CD .
56121,WP VBD DT JJ NN IN DT CD VBG NNS IN NNP .
56122,WRB JJ IN NNP POS CD NNS VBD NNS .
56123,JJ NN VBD DT CD NNS IN NNP VBP DT NN IN .
56124,WP VBD DT NN IN DT JJ NN VBN IN CD .
56125,WP VBD NNP VB TO VB NNS IN PRP VBZ JJ NN .
56126,WP VBD JJ NN IN VBG DT $ CD JJ NNS .
56127,WP VBD NNP NN IN IN CD .
56128,WP VBD NNP POS JJ NN IN NNS .
56129,WP NNS NN VBD NNP NN PRP$ JJ IN IN CD .
56130,NNP RB VBG NNS VBD NNP VB PRP IN IN DT CD POS CC CD POS .
56131,WP VBZ DT JJS NN NN IN NNP .
56132,WP NN VBD NNP TO VB DT NN IN CD .
56133,WP NN IN NN VBD NNP IN DT NNP NNP NNP .
56134,WP NN IN NN VBD NNP VB NN IN IN NNP NNP NNP POS NN .
56135,WP VBD DT JJ NN IN NNP POS NNP NNP .
56136,WP NN VBD VBN CC VBN IN CD .
56137,WP VBD JJ CD IN DT JJ CD NNS IN DT NNP TO VB IN DT CD POS .
56138,WP JJ NN VBD NNP NN IN CD .
56139,"NNP NN VBD JJ NNS , VBG NNP ."
56140,"JJ CD CC CD , WRB JJ JJ NNS CC NNS VBD VBN IN DT NNP CC NNP NNS ."
56141,IN WP NNP VBD NNS NN IN DT NN .
56142,WP NN VBD VBN IN NNP NNP NNP IN CD .
56143,"IN CD , WP JJ NNS VBN IN NNP ."
56144,"IN CD , WP VBD NN IN VBD NN NN NN NNP NNP RB CD NNS IN PRP$ VBN NN ."
56145,WP NNP NN VBZ JJ IN VBG JJR IN CD NNS .
56146,"IN CD , WRB VBD NNP NNP NNP NN IN DT NNS IN JJR IN CD NN NN NNS MD VB VBN ."
56147,WP VBD NNP NNP NNP NNP JJ TO VB IN NNP POS NNS IN DT NN POS NN IN NNS VBD IN DT CD POS CC CD POS .
56148,WP VBZ VBN NNP POS JJ NN IN CD .
56149,WRB VBD NNP VB PRP VBZ JJ JJ NNS IN JJ CC NN .
56150,WP VBZ DT NN IN DT NNP NN IN NNP POS NN .
56151,WP VBZ DT JJ NN WDT VBZ VBN IN DT NNS IN DT JJ NN IN DT NN NN .
56152,WP NN IN NN VBZ RB VBN DT JJ NN IN NNP .
56153,WRB VBD NNP VB CD JJ NNS IN DT CD POS .
56154,"JJ NN VBZ DT JJ NNS , DT NNP NN , CC DT NNP NN IN NNP ."
56155,WP VBZ RB JJ IN NNP POS NNP CC NNP NNP .
56156,JJ NN VBZ VBN TO DT NN NNS .
56157,JJ NN VBZ VBN TO DT NN CC NN NNS .
56158,WP VBZ DT NN IN DT NNP NNP NNP POS JJ NN IN NNP .
56159,WP VBD NNP POS NNP NNP IN NN VBN IN .
56160,WDT NN NNS VBP IN VBG NN IN DT JJ NN IN NN .
56161,WDT NN NN VBZ RB TO DT JJ NN IN NN .
56162,WP VBZ DT NN IN NNP POS NN NN .
56163,"IN CD , WRB JJ NNS VBD VBN IN $ CD CD IN DT JJ JJ NNP NN ."
56164,WP NN VBD VB NNP NNP NNP NN IN DT JJ NNS IN DT JJ NNP NN .
56165,WP VBD $ CD CD IN CD IN DT NN IN DT NNP NNP NNP NNP .
56166,WP CD NNS VBD VBN IN DT NNP NNP NNP NNP .
56167,JJ NN VBD DT JJ NN NN IN DT NNP .
56168,"WP NN VBD NNP VB IN NNP NNP , NNP , NNP ."
56169,WP NN POS NN VBZ VBN IN NNP IN DT NNP NNP IN NNP .
56170,WP VBD DT NN IN DT NN CC JJ NNS IN NNP .
56171,WRB JJ VBZ DT NNP NN IN NNP VBN TO VB IN DT NN IN CD .
56172,WP NN POS NN VBZ VBN IN NNP IN DT NNP IN NNP .
56173,"IN CD , WP VBD NNP IN CD IN DT JJ CD NNS IN DT NN IN VBG JJ NN ."
56174,WRB JJ IN DT NN POS JJ JJ JJ NN VBZ VBN IN DT JJ NN NN .
56175,WP NN VBD VBN TO NNP IN DT CD NNP NNP NNP NNP IN DT JJ NNS NNP .
56176,WDT NNP NN VBZ NNP NNP VBD IN .
56177,WP VBD DT NNP NNP NNP .
56178,WP VBZ DT JJ NN IN DT NNP NNS .
56179,WP NN IN NN IN NN NN NNS MD VB DT NN IN DT JJ NN CC NNS .
56180,WP VBZ DT NNP NNP NNP NNP VB .
56181,WRB JJ NNS IN NN VBP VBN IN NNP RB .
56182,WRB VBZ DT NN NN NN VBN .
56183,WP VBZ NNP .
56184,WRB JJ NNS VBP IN NNP POS NNP IN NNP .
56185,WP VBZ DT NNP IN NNP VBP PRP VBZ NN TO .
56186,"WRB JJ NNS , VBG NNS , VBZ NNP VBD ."
56187,"WP VBZ DT NN IN NNS , NNS , CC JJ JJ NNS ."
56188,WRB JJ JJ NNS VBP VBN IN NNP .
56189,WRB JJ NN CC JJ NNS VBP VBN IN NNP .
56190,WRB JJ NN POS NNS VBD NNP NN IN DT JJ NN NN .
56191,WRB JJ JJ NNS VBD NNP NN IN DT JJ NN NN .
56192,WRB JJ NN POS NNS VBD NNP NN IN DT JJ NN NN .
56193,JJ JJ NN VBZ DT NN IN NNS IN NNP .
56194,WP VBZ JJ NN NNS IN NNP .
56195,WRB JJ NNS VBP NNS VBN TO VB IN NN TO VB .
56196,WRB JJ NNS VBP NNS RB VBP DT NN .
56197,WRB JJ NNS VBZ CD JJ NN IN NNP .
56198,WP VBD DT JJ JJ NN IN DT CD NN NN .
56199,IN WP NN VBZ NNP VB JJ NN .
56200,WP NN IN DT NNP CD VBZ VBN JJ CC JJ NNS .
56201,WP VBD DT JJ NN IN DT NNP CD NNS .
56202,WRB JJ JJ NN VBD NNP NN IN DT JJ JJ NN .
56203,"IN DT NN IN CD , WDT NN VBD CD NN IN NNS VBP IN ."
56204,"IN DT NN IN CD , WDT NN VBD CD NN IN NNS VBP IN ."
56205,"IN DT NN IN CD , WDT NN VBD CD NN IN NNS VBP IN ."
56206,"IN DT NN IN CD , WDT NN VBD CD NN IN NNS VBP IN ."
56207,"IN DT NN IN CD , WDT NN VBD CD NN IN NNS VBP IN ."
56208,WRB JJ VBP NNS IN NNP VBN IN NNP NNP CC NNP NNP .
56209,WP NN IN NNS VBD VBN IN DT JJ NN NN IN CD .
56210,WP NN IN JJ NNS VBG IN DT NN IN CD VBD IN DT JJ CD NN IN PRP$ JJ NN NN .
56211,"IN JJ VBG IN DT NN IN CD , WP VBD DT JJ NN IN DT NNP IN JJ NN ."
56212,"IN JJ VBG IN DT NN IN CD , WP VBD DT JJ NN IN DT NNP IN NN ."
56213,WP NNP NNP NN VBD NNP NN VBG IN IN IN CD .
56214,WP VBD JJ NNS TO VB NNS IN NNS IN DT JJ NN NNS .
56215,"IN DT NNP NNP NNP , WP VBZ VBN TO NNS IN NNP JJ NNS WDT VBP JJ JJ NNS ."
56216,JJ NN VBD DT NNP NNP NNP .
56217,WRB JJ NNS VBP IN DT NNP NN .
56218,WRB JJ RB VBZ DT NNP NNP NN .
56219,WRB VBZ DT NNP NNP NN IN JJ JJ NN NNS .
56220,WP VBZ DT NNP NNP NNP NN NN NNS IN .
56221,WP VBZ DT JJS JJ NN IN DT NN WDT VBZ NN IN DT NNP NN NN .
56222,WRB VBD NNP VBD TO DT NNP IN NNP NNP .
56223,NNP IN NNP POS NNS VBP IN DT RBS RB JJ IN DT NN .
56224,"IN CD , WRB JJ NN NN VBD NNP VB ."
56225,WP VBD DT NN WDT VBD RB VBN IN NNP .
56226,WRB JJ NNS VBD VBN IN NNP POS NNP CC NNP NNP NNP .
56227,WRB VBZ DT NN IN DT NNP IN NNP CC NNP NNP .
56228,WRB VBZ DT NN IN DT NNP NNP IN NNP .
56229,WRB VBZ DT NN IN DT NNP NNP NNP .
56230,WRB VBZ DT NN IN DT NNP IN NNP NNP .
56231,WRB VBZ DT NN IN DT NNP NNP IN NNP CC NNP NNP .
56232,WRB JJ NN VBZ DT JJ NNP NNP NNP VBD IN NNS POS NNS .
56233,WP VBP NNS VB IN DT JJ NNP NNP NN VBD IN NNS NN DT NN .
56234,WP VBZ DT JJ NN IN NNP POS JJ NNP NNP .
56235,WRB VBZ NNP NNP VBD DT NN .
56236,WP NN VBZ JJ NN VBN IN .
56237,WP VBP NNS RB VBP IN DT NN IN DT NN NN NN .
56238,WP NN NN NN VBZ IN VBN VBN .
56239,WP NN VBZ DT NNP NNP NN IN DT VBG NN NN .
56240,WP NN VBP NNS VB WRB DT VBG NN VBZ NN IN DT NN .
56241,WRB RB VBZ DT NNP NNP VBP JJ IN DT JJ NN .
56242,WP VBP DT CD RBS JJ NNS DT NN IN NNP .
56243,WP VBZ DT NNP NN RB VBN CC VBN IN .
56244,WP VBZ NNP VB IN .
56245,WRB JJ NN NN NNS VBZ NNP VB .
56246,JJ NN NN VBD VBN IN JJ NNP NNS IN CD .
56247,WP CD NN NN VBD JJR IN DT CD NNS IN NN IN CD .
56248,WP VBZ DT NN IN DT NNP NN TO WDT IN CD JJ NNS VBP VBN .
56249,WP VBZ DT NN IN DT NNP NN IN NNS JJ IN NN NN .
56250,"WP VBZ DT NN IN DT NN POS NN JJ NN IN NNP , NNP CC NNP NNP ."
56251,WP VBZ NNP VB IN .
56252,WP NN IN NNS VBD VBN IN DT NN CC NN IN NN CD .
56253,WRB JJ NNS VBZ NNP VB .
56254,WRB JJ NNS VBZ NNP VB .
56255,WP VBZ DT NN IN DT NNP NNP WDT NNS NNS IN DT NN IN NN CC NN .
56256,JJ NNS VBP RB VBN TO IN NNP .
56257,WP VBZ DT NN IN NNP POS JJ NN NN .
56258,WP VBZ DT JJ NNP RB VBN IN .
56259,WP VBZ DT NNP NNP .
56260,WP VBZ DT NN IN NNP POS NN NN .
56261,WP JJ JJ NN VBD VBN IN CD .
56262,WP VBZ DT NN IN DT JJ JJ NN IN NNP NNP IN NNP .
56263,WP NN IN NN VBZ DT NNP NNP VBP TO VB .
56264,WRB JJ NNS VBZ DT NNP NNP VB DT NN .
56265,WP VBZ DT NNP NNP IN NNP CC NNP NNP .
56266,WP VBZ DT NN NNS IN DT NNP NNP NNP NNP .
56267,WP NN VBD VBN IN CD WDT VBZ NNS IN NNS CC NN NNS .
56268,WP NNS DT NNP NNP NNP NNP .
56269,WRB RB VBZ DT NNP NNP NNP NNP VBN .
56270,WP VBZ DT NNP NNP NNP NNP .
56271,WP VBZ DT NN NNP POS NN NN VBN IN CD .
56272,WP VBP JJ IN DT NNS VBN IN NNP NNP NN IN .
56273,NNP VBZ VBZ DT RB VBN `` NNP NNP '' .
56274,WP VBZ DT NN WDT VBZ VBN TO DT NN IN JJ NNS CC JJ NN .
56275,WRB JJ NN NNS VBZ NNP CC NNP VBP NN .
56276,WP RB VBZ NNS CC NNP .
56277,WP RB NNS NNPS CC NNP .
56278,WRB RB VBZ NNP CC NNP VBN .
56279,WRB JJ NNS POS JJ JJ NNS VBP VBN IN NNP .
56280,WRB JJ NNS POS JJ JJ NNS VBP VBN IN NNP .
56281,WRB JJ JJ NNP NNS VBD DT NNS POS NN NN NN IN CD CC CD .
56282,WP VBD DT NNS POS NN NN IN DT CD NNP NNP .
56283,WRB JJ IN NNP POS CD NN NNS VBD NNP CC VB NN NNS .
56284,"WRB VBP NNP POS NN , NN , CC NN NNS VBP ."
56285,WP VBZ DT JJ VBN TO NNP POS JJ NNS .
56286,WP VBD DT JJ NN IN NNP POS JJ NNS RB TO CD .
56287,WP VBD DT JJ NN IN DT NNP JJ NNS RB TO CD .
56288,WP NN VBD DT NN NN RB VB TO VB DT NNP IN CD .
56289,WP VBZ DT NN IN NNP NNP .
56290,WP VBD DT JJ NN IN NNP NNP .
56291,WP VBD DT NN IN NNP NNP POS NN NN NN .
56292,WP VBD DT JJ NN NN IN PRP VBZ JJ VBG NN .
56293,WP VBD DT JJ NN VBP IN NNP IN PRP VBD DT JJ NN .
56294,WRB JJ NNS VBZ NNP POS NN NN VBN IN DT JJ CD NNP NN IN CD .
56295,WRB JJ JJ NNS VBD NNP VB IN PRP VBZ JJS VBG NN IN CD CC CD .
56296,WP VBD DT JJ NN NN NNP VBD IN IN CD .
56297,WP VBD DT JJ NN VBN IN NNP IN DT CD NNP NNP .
56298,"IN CD , WDT NNP NN VBD DT JJS JJ NN IN DT NN ."
56299,WP VBD CD JJ NNP NN NNS VBD CC VBD IN IN CD .
56300,WP VBD JJ NNS VBP CD JJ NNS IN IN DT JJ NN NN .
56301,WP VBD DT NN NN VBD IN NNP NNP POS NN IN PRP VBD IN DT NN .
56302,"IN CD , WP VBD DT NNS POS NN NN NN , NNP NNP , TO VB ."
56303,"IN DT NN IN NNP NNP IN CD , WDT JJ NNS VBD VBN IN NNS CC JJ VBN NNS ."
56304,WRB JJ JJ NN NNS VBZ NNP VB .
56305,WP VBZ NNP POS NN NN JJ IN VBG DT NNP NN .
56306,WP VBZ NNP POS NN NN JJ IN VBG DT NNP NNP .
56307,WP VBZ NNP POS NN NN JJ IN VBG DT NNP NNP NN .
56308,WP VBZ NNP POS NN NN JJ IN VBG DT NNP NNP .
56309,NNP IN NNP POS NN VBZ JJ IN VBG DT NNP . NNP CC JJ NN .
56310,NNP IN NNP POS NN VBZ JJ IN VBG DT NNP NNP NNP IN NNP .
56311,NNP IN NNP POS NN VBZ JJ IN VBG DT NN IN DT JJ NN NN .
56312,NNP IN NNP POS NN VBZ JJ IN VBG DT NNP IN NNP CC DT JJ NN .
56313,NNP IN NNP POS NN VBZ JJ IN VBG DT NNP NNP CC VBD NN .
56314,WP VBD DT NNP VBN NN NN NNP NNP .
56315,WRB VBD VB NNP NNP VBP NN .
56316,WRB VBD VB NNP NNP VB NN .
56317,WRB VBD NN NNP NNP VB NN .
56318,"JJ NN VBD DT NN IN `` DT NNP CC DT NNP '' , CC `` DT NNP CC DT NNP '' ."
56319,WRB JJ NNP NNP VBZ VBD DT NNP NNP IN NNP .
56320,WRB VBD NNP NN NNP NNP VB NN .
56321,WRB VBD VBG NN NNP NNP NNP NNP VB PRP$ NNP . CC NNP . .
56322,WRB JJ NNP NNS VBD NNS NNP NNP NN .
56323,NNP NNP NN VBD IN DT NNP NNP IN NNP .
56324,JJ NN IN DT NNP NNP IN NNP VBD DT NNP NNP NNP NNP VBD IN .
56325,JJ NN IN DT NNP NNP IN NNP VBD DT JJ JJ JJ JJ NN NN .
56326,JJ NN IN DT NNP NNP IN NNP VBD DT NNP NNP .
56327,JJ NN IN DT NNP NNP IN NNP VBD DT NNP NNP IN NNP .
56328,JJ NN IN DT NNP NNP IN NNP VBD DT JJ NN IN NN .
56329,WP VBZ DT NN IN NNP IN CD .
56330,WP VBZ DT NN IN DT JJ NNP NNP IN CD .
56331,WP VBZ DT JJ NN IN DT NN IN NNP .
56332,WP VBZ DT JJS NN IN DT NNP NN IN NNP .
56333,NNP VBZ DT JJ NN IN WP NN .
56334,NNP VBZ DT JJ NN IN WP NNP .
56335,WP VBZ DT JJ NN IN NNP .
56336,WP NN IN NN VBZ NNP .
56337,WP NN VBD NNP NNP VBD IN DT NNP NNP NN .
56338,WP VBZ DT NN IN NNP .
56339,WP VBZ DT JJS JJ NN IN NN IN NNP .
56340,WRB VBD DT NNP NNP NNP VBD .
56341,WP VBZ DT JJ JJS NN IN NNP .
56342,WP NN VBZ IN DT NN IN NNP CC NNP .
56343,DT NNP NNP VBZ NN IN WP NN IN CD NNS .
56344,WP NN IN NNS VBP DT NNP NNP CC NNP NNP IN NNP .
56345,NNP VBZ VBN IN WP NN IN NNP CC NNP .
56346,WP VBD NNP VBD IN CD NNP .
56347,WP VBD DT NNP NN VBN IN .
56348,WP VBD VBG DT NNPS IN NNP .
56349,IN WP NN VBD DT NNP NNP NNP RB VBD IN NNP .
56350,WRB JJ NNS VBD NNP NN IN DT JJ CC JJ NNS NNP .
56351,WP VBZ VBN VBN IN DT JJ NNP NN NNP .
56352,WRB VBD DT NN IN NNP VBD .
56353,WP VBD DT NNS IN DT JJ NNP .
56354,WRB VBD DT NNP IN NNP VBD DT NNP .
56355,WP NNP VBD TO VB NNP CC NNP .
56356,WP NN VBN NNP NNP .
56357,WP VBZ DT JJ NN IN NNP .
56358,WP VBD NNP VBN IN IN DT JJ NN IN DT JJ NN .
56359,"IN WP NN VBD NNP VBD RB IN NNP , NNP , CC NNP ."
56360,IN WP NN VBD NNP VB PRP DT JJ NN .
56361,WP NN VBD DT JJ JJ NN IN NNP .
56362,WRB JJ NNPS VBD VBN TO NN IN CD .
56363,WP NN VBD DT NNP NN TO VB IN NN IN .
56364,WP VBD DT NNPS MD TO VB TO VB DT NN IN NN .
56365,WP VBD DT JJ NN IN DT NNP NNP .
56366,WP VBD DT JJ NN IN DT NNP NNP .
56367,WP VBD JJ NNS IN DT JJ NN IN DT NN .
56368,WRB JJ JJ NNS VBD NNP IN DT NNP NNP IN NNP IN CD .
56369,WRB JJ NNS VBD DT NNP NN VBN IN DT NNP NNP .
56370,WRB VBD NNP VB DT NN IN JJ NN .
56371,WRB VBD NNP NN IN DT NN JJ CC VBD PRP$ NN .
56372,WP VBD CD IN DT NNS IN DT NNP IN DT NNP .
56373,WRB VBD DT JJ NN VBN IN DT NNP IN NNP .
56374,WP NN VBD VBN IN DT NNPS CC VBD TO DT NNPS .
56375,WP VBD DT JJ NNS WDT VBD NNP NNP NNP .
56376,WP VBD NNP POS NN IN DT JJ NN .
56377,WP VBD DT NN IN DT NN NN .
56378,WP VBD DT NNS VBP IN NNP CD .
56379,WP VBD DT JJ JJ NN VBD IN IN .
56380,WP VBD DT JJ NN IN CD .
56381,WP VBD DT NN IN NNP .
56382,WP NN VBD DT NNP IN NNP NNP VBN IN NN .
56383,WP NN VBD VBN IN IN DT JJ NN IN NNP NNP .
56384,WRB JJ NNS VBD VBN IN NN IN DT NN .
56385,WRB JJ NNS VBD IN DT NN .
56386,IN WP NN VBD DT NN NN TO DT JJ NNP .
56387,WP VBD DT NNP IN CD VBD .
56388,WP NNP VBD IN NN IN VBG DT JJ NNS .
56389,WP NN VBD DT NN VBN .
56390,WP VBD DT JJ NN IN DT NN WRB PRP VBD IN CD .
56391,WP VBD VBN IN DT NN .
56392,WRB VBZ NNP NNP VBN .
56393,WRB VBZ NNP NNP VBN .
56394,WRB VBZ IN NNP NNP NNP VBN .
56395,WRB VBZ NNP NNP NNP .
56396,IN WP NN VBD DT JJ NNP VBD .
56397,WP NN IN NNP VBD DT NNS VB NNP .
56398,WP NN VBD NNP VBD DT JJ NN IN NNS .
56399,WP VBD DT JJ NNS IN NNP CD .
56400,WP NNP NNP VBD `` DT NN VBZ VBN '' .
